<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.09	20:00:00	1.07503	1.07541	1.07375	1.07433	4521	0	0
2023.01.09	21:00:00	1.07432	1.07529	1.07416	1.07518	3558	0	0
2023.01.09	22:00:00	1.07518	1.07538	1.07307	1.07311	4415	0	0
2023.01.09	23:00:00	1.07311	1.07353	1.07290	1.07290	1580	0	0
2023.01.10	00:00:00	1.07289	1.07314	1.07254	1.07304	896	0	21
2023.01.10	01:00:00	1.07304	1.07385	1.07269	1.07326	2228	0	0
2023.01.10	02:00:00	1.07325	1.07382	1.07206	1.07275	3423	0	0
2023.01.10	03:00:00	1.07275	1.07398	1.07261	1.07362	3477	0	0
2023.01.10	04:00:00	1.07365	1.07424	1.07213	1.07309	4000	0	0
2023.01.10	05:00:00	1.07309	1.07342	1.07256	1.07323	3354	0	0
2023.01.10	06:00:00	1.07324	1.07340	1.07279	1.07307	2421	0	0
2023.01.10	07:00:00	1.07307	1.07440	1.07295	1.07428	2976	0	0
2023.01.10	08:00:00	1.07428	1.07430	1.07264	1.07339	3507	0	0
2023.01.10	09:00:00	1.07342	1.07395	1.07219	1.07318	5353	0	0
2023.01.10	10:00:00	1.07318	1.07473	1.07312	1.07384	5429	0	0
2023.01.10	11:00:00	1.07384	1.07518	1.07293	1.07459	5612	0	0
2023.01.10	12:00:00	1.07459	1.07461	1.07339	1.07363	3582	0	0
2023.01.10	13:00:00	1.07363	1.07424	1.07318	1.07350	3670	0	0
2023.01.10	14:00:00	1.07350	1.07354	1.07154	1.07193	4949	0	0
2023.01.10	15:00:00	1.07193	1.07252	1.07120	1.07216	5260	0	0
2023.01.10	16:00:00	1.07217	1.07593	1.07216	1.07404	11104	0	0
2023.01.10	17:00:00	1.07404	1.07530	1.07217	1.07277	10147	0	0
2023.01.10	18:00:00	1.07278	1.07420	1.07241	1.07363	6672	0	0
2023.01.10	19:00:00	1.07362	1.07438	1.07297	1.07334	3568	0	0
2023.01.10	20:00:00	1.07334	1.07396	1.07277	1.07379	2831	0	0
2023.01.10	21:00:00	1.07382	1.07431	1.07364	1.07408	2575	0	0
2023.01.10	22:00:00	1.07409	1.07441	1.07305	1.07361	2142	0	0
2023.01.10	23:00:00	1.07365	1.07376	1.07323	1.07331	1415	0	0
2023.01.11	00:00:00	1.07329	1.07359	1.07302	1.07333	2284	0	9
2023.01.11	01:00:00	1.07348	1.07391	1.07323	1.07385	665	0	0
2023.01.11	02:00:00	1.07385	1.07454	1.07372	1.07450	2527	0	0
2023.01.11	03:00:00	1.07450	1.07450	1.07256	1.07309	2934	0	0
2023.01.11	04:00:00	1.07306	1.07381	1.07268	1.07268	2616	0	0
2023.01.11	05:00:00	1.07269	1.07368	1.07265	1.07336	1507	0	0
2023.01.11	06:00:00	1.07336	1.07397	1.07320	1.07386	1268	0	0
2023.01.11	07:00:00	1.07387	1.07569	1.07370	1.07476	2555	0	0
2023.01.11	08:00:00	1.07476	1.07551	1.07457	1.07457	2621	0	0
2023.01.11	09:00:00	1.07456	1.07574	1.07435	1.07467	4018	0	0
2023.01.11	10:00:00	1.07468	1.07488	1.07288	1.07297	5328	0	0
2023.01.11	11:00:00	1.07296	1.07482	1.07255	1.07414	4411	0	0
2023.01.11	12:00:00	1.07415	1.07512	1.07400	1.07492	3287	0	0
2023.01.11	13:00:00	1.07492	1.07552	1.07436	1.07483	3818	0	0
2023.01.11	14:00:00	1.07483	1.07489	1.07282	1.07405	4190	0	0
2023.01.11	15:00:00	1.07405	1.07528	1.07392	1.07497	5013	0	0
2023.01.11	16:00:00	1.07498	1.07764	1.07450	1.07697	7431	0	0
2023.01.11	17:00:00	1.07698	1.07748	1.07519	1.07550	6992	0	0
2023.01.11	18:00:00	1.07552	1.07618	1.07377	1.07390	3642	0	0
2023.01.11	19:00:00	1.07390	1.07485	1.07363	1.07468	2545	0	0
2023.01.11	20:00:00	1.07468	1.07686	1.07352	1.07532	4360	0	0
2023.01.11	21:00:00	1.07533	1.07637	1.07476	1.07632	2412	0	0
2023.01.11	22:00:00	1.07632	1.07632	1.07525	1.07539	1894	0	0
2023.01.11	23:00:00	1.07539	1.07584	1.07520	1.07568	1109	0	0
2023.01.12	00:00:00	1.07568	1.07594	1.07489	1.07541	2975	0	3
2023.01.12	01:00:00	1.07571	1.07674	1.07538	1.07653	2772	0	0
2023.01.12	02:00:00	1.07654	1.07746	1.07602	1.07611	3071	0	0
2023.01.12	03:00:00	1.07612	1.07675	1.07604	1.07667	3531	0	0
2023.01.12	04:00:00	1.07667	1.07689	1.07614	1.07670	2364	0	0
2023.01.12	05:00:00	1.07675	1.07711	1.07648	1.07685	1715	0	0
2023.01.12	06:00:00	1.07686	1.07734	1.07660	1.07716	1620	0	0
2023.01.12	07:00:00	1.07717	1.07753	1.07623	1.07627	2449	0	0
2023.01.12	08:00:00	1.07626	1.07688	1.07565	1.07572	2978	0	0
2023.01.12	09:00:00	1.07572	1.07652	1.07556	1.07625	3454	0	0
2023.01.12	10:00:00	1.07625	1.07645	1.07454	1.07480	4436	0	0
2023.01.12	11:00:00	1.07479	1.07736	1.07428	1.07653	4987	0	0
2023.01.12	12:00:00	1.07653	1.07684	1.07516	1.07625	4093	0	0
2023.01.12	13:00:00	1.07624	1.07665	1.07589	1.07610	3216	0	0
2023.01.12	14:00:00	1.07609	1.07667	1.07549	1.07627	3967	0	0
2023.01.12	15:00:00	1.07627	1.08386	1.07269	1.08295	16322	0	0
2023.01.12	16:00:00	1.08294	1.08339	1.07517	1.07676	16720	0	0
2023.01.12	17:00:00	1.07677	1.08096	1.07638	1.08068	15087	0	0
2023.01.12	18:00:00	1.08068	1.08259	1.08024	1.08224	9849	0	0
2023.01.12	19:00:00	1.08224	1.08489	1.08213	1.08488	6565	0	0
2023.01.12	20:00:00	1.08487	1.08670	1.08462	1.08556	7850	0	0
2023.01.12	21:00:00	1.08556	1.08561	1.08395	1.08492	5135	0	0
2023.01.12	22:00:00	1.08492	1.08523	1.08412	1.08523	4236	0	0
2023.01.12	23:00:00	1.08526	1.08550	1.08489	1.08521	1446	0	0
2023.01.13	00:00:00	1.08524	1.08524	1.08411	1.08487	693	0	1
2023.01.13	01:00:00	1.08484	1.08601	1.08468	1.08596	1895	0	0
2023.01.13	02:00:00	1.08596	1.08679	1.08511	1.08522	3325	0	0
2023.01.13	03:00:00	1.08523	1.08561	1.08457	1.08556	4403	0	0
2023.01.13	04:00:00	1.08555	1.08561	1.08315	1.08447	4630	0	0
2023.01.13	05:00:00	1.08448	1.08477	1.08414	1.08456	2153	0	0
2023.01.13	06:00:00	1.08457	1.08463	1.08377	1.08399	1961	0	0
2023.01.13	07:00:00	1.08399	1.08433	1.08316	1.08371	2579	0	0
2023.01.13	08:00:00	1.08371	1.08509	1.08338	1.08451	3362	0	0
2023.01.13	09:00:00	1.08450	1.08489	1.08331	1.08488	5824	0	0
2023.01.13	10:00:00	1.08488	1.08644	1.08371	1.08553	7458	0	0
2023.01.13	11:00:00	1.08553	1.08601	1.08332	1.08424	5220	0	0
2023.01.13	12:00:00	1.08424	1.08517	1.08371	1.08451	3904	0	0
2023.01.13	13:00:00	1.08451	1.08457	1.08083	1.08120	5009	0	0
2023.01.13	14:00:00	1.08120	1.08159	1.08032	1.08119	4870	0	0
2023.01.13	15:00:00	1.08118	1.08201	1.07927	1.07936	7494	0	0
2023.01.13	16:00:00	1.07936	1.08201	1.07804	1.08183	8432	0	0
2023.01.13	17:00:00	1.08142	1.08386	1.08121	1.08294	10163	0	0
2023.01.13	18:00:00	1.08293	1.08335	1.08010	1.08101	6693	0	0
2023.01.13	19:00:00	1.08101	1.08317	1.08066	1.08280	4673	0	0
2023.01.13	20:00:00	1.08280	1.08342	1.08181	1.08311	3156	0	0
2023.01.13	21:00:00	1.08310	1.08352	1.08266	1.08291	2527	0	0
2023.01.13	22:00:00	1.08293	1.08357	1.08270	1.08325	1786	0	0
2023.01.13	23:00:00	1.08327	1.08344	1.08277	1.08277	1563	0	0
2023.01.16	00:00:00	1.08283	1.08347	1.08252	1.08301	780	0	17
2023.01.16	01:00:00	1.08301	1.08335	1.08203	1.08227	3134	0	0
2023.01.16	02:00:00	1.08228	1.08442	1.08211	1.08416	3158	0	0
2023.01.16	03:00:00	1.08414	1.08720	1.08405	1.08677	4192	0	0
2023.01.16	04:00:00	1.08678	1.08742	1.08655	1.08666	4183	0	0
2023.01.16	05:00:00	1.08667	1.08673	1.08592	1.08601	2253	0	0
2023.01.16	06:00:00	1.08601	1.08640	1.08507	1.08528	2025	0	0
2023.01.16	07:00:00	1.08529	1.08609	1.08522	1.08603	2680	0	0
2023.01.16	08:00:00	1.08604	1.08604	1.08358	1.08394	3413	0	0
2023.01.16	09:00:00	1.08395	1.08423	1.08265	1.08312	4730	0	0
2023.01.16	10:00:00	1.08306	1.08320	1.08023	1.08034	6950	0	0
2023.01.16	11:00:00	1.08035	1.08241	1.08013	1.08209	4304	0	0
2023.01.16	12:00:00	1.08210	1.08334	1.08205	1.08300	3822	0	0
2023.01.16	13:00:00	1.08301	1.08366	1.08238	1.08269	3570	0	0
2023.01.16	14:00:00	1.08269	1.08283	1.08144	1.08150	3371	0	0
2023.01.16	15:00:00	1.08150	1.08200	1.08059	1.08156	3803	0	0
2023.01.16	16:00:00	1.08156	1.08255	1.08137	1.08217	4055	0	0
2023.01.16	17:00:00	1.08217	1.08292	1.08162	1.08250	3220	0	0
2023.01.16	18:00:00	1.08251	1.08264	1.08172	1.08246	2594	0	0
2023.01.16	19:00:00	1.08244	1.08265	1.08115	1.08136	1806	0	0
2023.01.16	20:00:00	1.08137	1.08148	1.08107	1.08128	533	0	0
2023.01.16	21:00:00	1.08128	1.08194	1.08124	1.08193	490	0	0
2023.01.16	22:00:00	1.08193	1.08206	1.08174	1.08204	437	0	0
2023.01.16	23:00:00	1.08204	1.08246	1.08188	1.08216	624	0	0
2023.01.17	00:00:00	1.08215	1.08226	1.08162	1.08226	1665	0	4
2023.01.17	01:00:00	1.08231	1.08323	1.08216	1.08296	2019	0	0
2023.01.17	02:00:00	1.08297	1.08337	1.08254	1.08285	2546	0	0
2023.01.17	03:00:00	1.08284	1.08316	1.08139	1.08171	4169	0	0
2023.01.17	04:00:00	1.08170	1.08328	1.08061	1.08141	3873	0	0
2023.01.17	05:00:00	1.08142	1.08285	1.08135	1.08250	2443	0	0
2023.01.17	06:00:00	1.08249	1.08286	1.08221	1.08261	2008	0	0
2023.01.17	07:00:00	1.08258	1.08323	1.08219	1.08309	2240	0	0
2023.01.17	08:00:00	1.08309	1.08354	1.08133	1.08145	3232	0	0
2023.01.17	09:00:00	1.08145	1.08295	1.08118	1.08280	5776	0	0
2023.01.17	10:00:00	1.08280	1.08387	1.08229	1.08273	6009	0	0
2023.01.17	11:00:00	1.08271	1.08310	1.08110	1.08173	5172	0	0
2023.01.17	12:00:00	1.08174	1.08274	1.08089	1.08215	5372	0	0
2023.01.17	13:00:00	1.08214	1.08336	1.08133	1.08322	4712	0	0
2023.01.17	14:00:00	1.08327	1.08576	1.08222	1.08526	6093	0	0
2023.01.17	15:00:00	1.08524	1.08580	1.08361	1.08425	8052	0	0
2023.01.17	16:00:00	1.08425	1.08693	1.08422	1.08629	8955	0	0
2023.01.17	17:00:00	1.08631	1.08638	1.07949	1.08018	12858	0	0
2023.01.17	18:00:00	1.08018	1.08091	1.07861	1.07927	6949	0	0
2023.01.17	19:00:00	1.07927	1.07985	1.07744	1.07821	3515	0	0
2023.01.17	20:00:00	1.07819	1.07965	1.07797	1.07951	2379	0	0
2023.01.17	21:00:00	1.07951	1.08038	1.07912	1.07933	2978	0	0
2023.01.17	22:00:00	1.07933	1.07971	1.07867	1.07936	2548	0	0
2023.01.17	23:00:00	1.07932	1.07937	1.07875	1.07875	1518	0	0
2023.01.18	00:00:00	1.07881	1.07931	1.07820	1.07905	973	0	4
2023.01.18	01:00:00	1.07919	1.07932	1.07852	1.07894	1518	0	0
2023.01.18	02:00:00	1.07894	1.07916	1.07823	1.07842	2266	0	0
2023.01.18	03:00:00	1.07842	1.07961	1.07832	1.07959	2852	0	0
2023.01.18	04:00:00	1.07959	1.07992	1.07659	1.07871	7243	0	0
2023.01.18	05:00:00	1.07875	1.07891	1.07682	1.07731	7590	0	0
2023.01.18	06:00:00	1.07732	1.07777	1.07672	1.07745	4036	0	0
2023.01.18	07:00:00	1.07744	1.07800	1.07680	1.07795	3789	0	0
2023.01.18	08:00:00	1.07795	1.07909	1.07795	1.07897	5092	0	0
2023.01.18	09:00:00	1.07899	1.08365	1.07898	1.08254	10142	0	0
2023.01.18	10:00:00	1.08254	1.08515	1.08253	1.08430	8497	0	0
2023.01.18	11:00:00	1.08432	1.08715	1.08367	1.08700	6709	0	0
2023.01.18	12:00:00	1.08701	1.08701	1.08495	1.08524	5879	0	0
2023.01.18	13:00:00	1.08524	1.08540	1.08117	1.08152	5758	0	0
2023.01.18	14:00:00	1.08150	1.08336	1.08149	1.08238	5334	0	0
2023.01.18	15:00:00	1.08239	1.08679	1.08224	1.08582	10983	0	0
2023.01.18	16:00:00	1.08582	1.08874	1.08479	1.08640	14105	0	0
2023.01.18	17:00:00	1.08643	1.08687	1.08269	1.08333	11334	0	0
2023.01.18	18:00:00	1.08334	1.08356	1.08135	1.08266	7373	0	0
2023.01.18	19:00:00	1.08267	1.08279	1.07873	1.07959	6544	0	0
2023.01.18	20:00:00	1.07960	1.07991	1.07868	1.07963	5238	0	0
2023.01.18	21:00:00	1.07964	1.07967	1.07871	1.07950	3273	0	0
2023.01.18	22:00:00	1.07950	1.07951	1.07874	1.07891	3551	0	0
2023.01.18	23:00:00	1.07891	1.07973	1.07891	1.07941	1248	0	0
2023.01.19	00:00:00	1.07938	1.07939	1.07866	1.07916	398	0	0
2023.01.19	01:00:00	1.07919	1.07979	1.07904	1.07973	1816	0	0
2023.01.19	02:00:00	1.07973	1.07982	1.07864	1.07873	4074	0	0
2023.01.19	03:00:00	1.07873	1.07956	1.07826	1.07879	4082	0	0
2023.01.19	04:00:00	1.07881	1.07946	1.07823	1.07935	2262	0	0
2023.01.19	05:00:00	1.07935	1.08056	1.07925	1.08006	1999	0	0
2023.01.19	06:00:00	1.08005	1.08022	1.07930	1.07957	2500	0	0
2023.01.19	07:00:00	1.07958	1.07980	1.07910	1.07915	2330	0	0
2023.01.19	08:00:00	1.07915	1.08032	1.07908	1.07909	2535	0	0
2023.01.19	09:00:00	1.07912	1.08139	1.07821	1.08079	5889	0	0
2023.01.19	10:00:00	1.08078	1.08248	1.08033	1.08168	6099	0	0
2023.01.19	11:00:00	1.08168	1.08293	1.08158	1.08246	5033	0	0
2023.01.19	12:00:00	1.08247	1.08384	1.08157	1.08290	5532	0	0
2023.01.19	13:00:00	1.08295	1.08346	1.08158	1.08217	5096	0	0
2023.01.19	14:00:00	1.08216	1.08269	1.08049	1.08091	5443	0	0
2023.01.19	15:00:00	1.08091	1.08230	1.07955	1.08095	10157	0	0
2023.01.19	16:00:00	1.08096	1.08249	1.07954	1.08103	9189	0	0
2023.01.19	17:00:00	1.08104	1.08190	1.07836	1.07892	8196	0	0
2023.01.19	18:00:00	1.07894	1.08095	1.07872	1.08091	4854	0	0
2023.01.19	19:00:00	1.08091	1.08247	1.08087	1.08162	3924	0	0
2023.01.19	20:00:00	1.08162	1.08350	1.08129	1.08285	4587	0	0
2023.01.19	21:00:00	1.08283	1.08357	1.08209	1.08305	3971	0	0
2023.01.19	22:00:00	1.08304	1.08400	1.08279	1.08289	3335	0	0
2023.01.19	23:00:00	1.08298	1.08346	1.08279	1.08314	1676	0	0
2023.01.20	00:00:00	1.08305	1.08335	1.08264	1.08303	273	0	4
2023.01.20	01:00:00	1.08304	1.08372	1.08278	1.08334	882	0	0
2023.01.20	02:00:00	1.08334	1.08404	1.08285	1.08314	2598	0	0
2023.01.20	03:00:00	1.08314	1.08440	1.08279	1.08362	3055	0	0
2023.01.20	04:00:00	1.08362	1.08440	1.08314	1.08363	2647	0	0
2023.01.20	05:00:00	1.08364	1.08385	1.08320	1.08342	1638	0	0
2023.01.20	06:00:00	1.08342	1.08349	1.08279	1.08295	1914	0	0
2023.01.20	07:00:00	1.08295	1.08355	1.08249	1.08350	1958	0	0
2023.01.20	08:00:00	1.08351	1.08365	1.08240	1.08246	1955	0	0
2023.01.20	09:00:00	1.08245	1.08465	1.08211	1.08401	4931	0	0
2023.01.20	10:00:00	1.08400	1.08589	1.08383	1.08405	5060	0	0
2023.01.20	11:00:00	1.08403	1.08517	1.08285	1.08309	4882	0	0
2023.01.20	12:00:00	1.08309	1.08474	1.08258	1.08385	5458	0	0
2023.01.20	13:00:00	1.08386	1.08416	1.08244	1.08250	3809	0	0
2023.01.20	14:00:00	1.08250	1.08277	1.08138	1.08185	4491	0	0
2023.01.20	15:00:00	1.08184	1.08274	1.08022	1.08065	5720	0	0
2023.01.20	16:00:00	1.08066	1.08261	1.08044	1.08215	6752	0	0
2023.01.20	17:00:00	1.08217	1.08477	1.08183	1.08311	7668	0	0
2023.01.20	18:00:00	1.08309	1.08449	1.08272	1.08304	4909	0	0
2023.01.20	19:00:00	1.08304	1.08473	1.08294	1.08437	3545	0	0
2023.01.20	20:00:00	1.08438	1.08502	1.08337	1.08475	4601	0	0
2023.01.20	21:00:00	1.08475	1.08584	1.08457	1.08538	3095	0	0
2023.01.20	22:00:00	1.08538	1.08582	1.08519	1.08564	2226	0	0
2023.01.20	23:00:00	1.08565	1.08580	1.08538	1.08553	1146	0	0
2023.01.23	00:00:00	1.08667	1.08681	1.08611	1.08655	987	0	0
2023.01.23	01:00:00	1.08655	1.08696	1.08620	1.08643	2144	0	0
2023.01.23	02:00:00	1.08643	1.08872	1.08643	1.08849	2603	0	0
2023.01.23	03:00:00	1.08849	1.08996	1.08808	1.08948	3528	0	0
2023.01.23	04:00:00	1.08948	1.08992	1.08898	1.08923	1938	0	0
2023.01.23	05:00:00	1.08926	1.09031	1.08925	1.08985	2063	0	0
2023.01.23	06:00:00	1.08985	1.08987	1.08890	1.08947	1666	0	0
2023.01.23	07:00:00	1.08947	1.08983	1.08901	1.08922	1980	0	0
2023.01.23	08:00:00	1.08921	1.09124	1.08873	1.09005	3267	0	0
2023.01.23	09:00:00	1.09006	1.09269	1.08921	1.09142	5669	0	0
2023.01.23	10:00:00	1.09141	1.09156	1.08931	1.08998	5932	0	0
2023.01.23	11:00:00	1.08997	1.09203	1.08931	1.09116	4417	0	0
2023.01.23	12:00:00	1.09115	1.09154	1.08954	1.08992	4395	0	0
2023.01.23	13:00:00	1.08992	1.09023	1.08788	1.08813	4619	0	0
2023.01.23	14:00:00	1.08813	1.08832	1.08667	1.08710	4856	0	0
2023.01.23	15:00:00	1.08712	1.08777	1.08531	1.08589	6380	0	0
2023.01.23	16:00:00	1.08588	1.08681	1.08463	1.08617	7365	0	0
2023.01.23	17:00:00	1.08616	1.08691	1.08470	1.08648	7632	0	0
2023.01.23	18:00:00	1.08648	1.08758	1.08598	1.08640	6211	0	0
2023.01.23	19:00:00	1.08639	1.08649	1.08570	1.08625	3117	0	0
2023.01.23	20:00:00	1.08625	1.08731	1.08622	1.08662	3059	0	0
2023.01.23	21:00:00	1.08663	1.08673	1.08475	1.08589	4224	0	0
2023.01.23	22:00:00	1.08589	1.08682	1.08571	1.08680	4012	0	0
2023.01.23	23:00:00	1.08680	1.08720	1.08651	1.08716	1184	0	0
2023.01.24	00:00:00	1.08715	1.08719	1.08688	1.08703	241	0	2
2023.01.24	01:00:00	1.08701	1.08761	1.08678	1.08714	1568	0	0
2023.01.24	02:00:00	1.08713	1.08748	1.08676	1.08735	2079	0	0
2023.01.24	03:00:00	1.08738	1.08826	1.08717	1.08808	1635	0	0
2023.01.24	04:00:00	1.08808	1.08829	1.08777	1.08788	1320	0	0
2023.01.24	05:00:00	1.08788	1.08803	1.08730	1.08745	1157	0	0
2023.01.24	06:00:00	1.08745	1.08764	1.08693	1.08763	1119	0	0
2023.01.24	07:00:00	1.08763	1.08826	1.08756	1.08784	1245	0	0
2023.01.24	08:00:00	1.08784	1.08917	1.08774	1.08879	2209	0	0
2023.01.24	09:00:00	1.08877	1.08979	1.08834	1.08888	3827	0	0
2023.01.24	10:00:00	1.08888	1.08959	1.08664	1.08750	5416	0	0
2023.01.24	11:00:00	1.08750	1.08830	1.08519	1.08607	5772	0	0
2023.01.24	12:00:00	1.08607	1.08663	1.08520	1.08638	4183	0	0
2023.01.24	13:00:00	1.08638	1.08758	1.08536	1.08666	3470	0	0
2023.01.24	14:00:00	1.08666	1.08764	1.08591	1.08596	3053	0	0
2023.01.24	15:00:00	1.08596	1.08808	1.08541	1.08658	5644	0	0
2023.01.24	16:00:00	1.08658	1.08700	1.08403	1.08421	8409	0	0
2023.01.24	17:00:00	1.08422	1.08805	1.08351	1.08751	10075	0	0
2023.01.24	18:00:00	1.08752	1.08834	1.08670	1.08716	5576	0	0
2023.01.24	19:00:00	1.08717	1.08871	1.08701	1.08832	3742	0	0
2023.01.24	20:00:00	1.08832	1.08888	1.08771	1.08791	2594	0	0
2023.01.24	21:00:00	1.08789	1.08844	1.08740	1.08838	1714	0	0
2023.01.24	22:00:00	1.08838	1.08847	1.08791	1.08815	1744	0	0
2023.01.24	23:00:00	1.08815	1.08889	1.08807	1.08858	1775	0	0
2023.01.25	00:00:00	1.08858	1.08881	1.08782	1.08850	328	0	5
2023.01.25	01:00:00	1.08850	1.08904	1.08827	1.08899	2003	0	0
2023.01.25	02:00:00	1.08899	1.08904	1.08810	1.08871	2867	0	0
2023.01.25	03:00:00	1.08871	1.08942	1.08839	1.08930	2506	0	0
2023.01.25	04:00:00	1.08930	1.09014	1.08928	1.08967	1724	0	0
2023.01.25	05:00:00	1.08964	1.08994	1.08925	1.08972	2014	0	0
2023.01.25	06:00:00	1.08972	1.09029	1.08969	1.08987	1636	0	0
2023.01.25	07:00:00	1.08987	1.08995	1.08918	1.08974	1839	0	0
2023.01.25	08:00:00	1.08974	1.09111	1.08956	1.09061	2913	0	0
2023.01.25	09:00:00	1.09063	1.09112	1.08785	1.08810	4218	0	0
2023.01.25	10:00:00	1.08810	1.08913	1.08678	1.08772	4705	0	0
2023.01.25	11:00:00	1.08772	1.08919	1.08698	1.08812	4211	0	0
2023.01.25	12:00:00	1.08813	1.08814	1.08630	1.08657	4301	0	0
2023.01.25	13:00:00	1.08657	1.08695	1.08572	1.08645	3703	0	0
2023.01.25	14:00:00	1.08646	1.08770	1.08586	1.08743	3634	0	0
2023.01.25	15:00:00	1.08738	1.08849	1.08644	1.08719	5060	0	0
2023.01.25	16:00:00	1.08719	1.09004	1.08686	1.08934	6961	0	0
2023.01.25	17:00:00	1.08937	1.09237	1.08908	1.09022	10348	0	0
2023.01.25	18:00:00	1.09020	1.09034	1.08743	1.09002	5737	0	0
2023.01.25	19:00:00	1.09004	1.09036	1.08940	1.08992	2792	0	0
2023.01.25	20:00:00	1.08994	1.09183	1.08994	1.09091	3156	0	0
2023.01.25	21:00:00	1.09092	1.09150	1.09066	1.09146	2627	0	0
2023.01.25	22:00:00	1.09146	1.09175	1.09064	1.09145	2320	0	0
2023.01.25	23:00:00	1.09144	1.09178	1.09114	1.09156	1973	0	0
2023.01.26	00:00:00	1.09164	1.09176	1.09099	1.09135	355	0	0
2023.01.26	01:00:00	1.09134	1.09231	1.09119	1.09206	1396	0	0
2023.01.26	02:00:00	1.09207	1.09249	1.09156	1.09156	2223	0	0
2023.01.26	03:00:00	1.09157	1.09211	1.09068	1.09191	2539	0	0
2023.01.26	04:00:00	1.09191	1.09216	1.09107	1.09153	2186	0	0
2023.01.26	05:00:00	1.09152	1.09176	1.09114	1.09131	1779	0	0
2023.01.26	06:00:00	1.09131	1.09183	1.09129	1.09144	1306	0	0
2023.01.26	07:00:00	1.09144	1.09188	1.09091	1.09187	1620	0	0
2023.01.26	08:00:00	1.09187	1.09294	1.09171	1.09202	2036	0	0
2023.01.26	09:00:00	1.09202	1.09226	1.09065	1.09195	4649	0	0
2023.01.26	10:00:00	1.09195	1.09279	1.09056	1.09089	4638	0	0
2023.01.26	11:00:00	1.09090	1.09100	1.08925	1.08956	4207	0	0
2023.01.26	12:00:00	1.08956	1.09078	1.08938	1.09069	3072	0	0
2023.01.26	13:00:00	1.09069	1.09077	1.08991	1.09029	2316	0	0
2023.01.26	14:00:00	1.09028	1.09042	1.08867	1.08929	3534	0	0
2023.01.26	15:00:00	1.08929	1.09083	1.08729	1.09025	8351	0	0
2023.01.26	16:00:00	1.09025	1.09175	1.08815	1.08871	8824	0	0
2023.01.26	17:00:00	1.08870	1.08949	1.08510	1.08552	8944	0	0
2023.01.26	18:00:00	1.08552	1.08719	1.08505	1.08646	5494	0	0
2023.01.26	19:00:00	1.08647	1.08699	1.08579	1.08647	3192	0	0
2023.01.26	20:00:00	1.08647	1.08881	1.08635	1.08861	2712	0	0
2023.01.26	21:00:00	1.08861	1.08903	1.08821	1.08892	1828	0	0
2023.01.26	22:00:00	1.08891	1.08925	1.08864	1.08921	2515	0	0
2023.01.26	23:00:00	1.08921	1.08947	1.08901	1.08918	999	0	0
2023.01.27	00:00:00	1.08924	1.08924	1.08830	1.08895	282	0	2
2023.01.27	01:00:00	1.08899	1.08965	1.08896	1.08931	1721	0	0
2023.01.27	02:00:00	1.08931	1.09003	1.08931	1.08965	2262	0	0
2023.01.27	03:00:00	1.08965	1.08992	1.08861	1.08895	2486	0	0
2023.01.27	04:00:00	1.08895	1.08900	1.08785	1.08794	1837	0	0
2023.01.27	05:00:00	1.08794	1.08802	1.08706	1.08736	1633	0	0
2023.01.27	06:00:00	1.08736	1.08736	1.08659	1.08663	1742	0	0
2023.01.27	07:00:00	1.08663	1.08739	1.08656	1.08737	1402	0	0
2023.01.27	08:00:00	1.08737	1.08737	1.08663	1.08699	2180	0	0
2023.01.27	09:00:00	1.08699	1.08797	1.08682	1.08738	2624	0	0
2023.01.27	10:00:00	1.08740	1.08916	1.08657	1.08903	4100	0	0
2023.01.27	11:00:00	1.08903	1.08922	1.08774	1.08838	3728	0	0
2023.01.27	12:00:00	1.08838	1.08953	1.08826	1.08893	2440	0	0
2023.01.27	13:00:00	1.08893	1.08939	1.08754	1.08790	3103	0	0
2023.01.27	14:00:00	1.08790	1.08809	1.08663	1.08669	2577	0	0
2023.01.27	15:00:00	1.08667	1.08779	1.08594	1.08620	5965	0	0
2023.01.27	16:00:00	1.08621	1.08767	1.08451	1.08652	7567	0	0
2023.01.27	17:00:00	1.08656	1.08790	1.08379	1.08385	8583	0	0
2023.01.27	18:00:00	1.08386	1.08674	1.08381	1.08563	5714	0	0
2023.01.27	19:00:00	1.08563	1.08719	1.08526	1.08665	3159	0	0
2023.01.27	20:00:00	1.08665	1.08676	1.08565	1.08658	2590	0	0
2023.01.27	21:00:00	1.08659	1.08723	1.08641	1.08685	2405	0	0
2023.01.27	22:00:00	1.08686	1.08729	1.08641	1.08653	1648	0	0
2023.01.27	23:00:00	1.08652	1.08696	1.08649	1.08680	1403	0	0
2023.01.30	00:00:00	1.08623	1.08657	1.08596	1.08656	361	0	9
2023.01.30	01:00:00	1.08655	1.08725	1.08653	1.08716	1508	0	0
2023.01.30	02:00:00	1.08716	1.08752	1.08691	1.08746	1980	0	0
2023.01.30	03:00:00	1.08746	1.08751	1.08610	1.08735	2666	0	0
2023.01.30	04:00:00	1.08734	1.08735	1.08655	1.08689	2327	0	0
2023.01.30	05:00:00	1.08690	1.08693	1.08643	1.08684	1629	0	0
2023.01.30	06:00:00	1.08684	1.08793	1.08680	1.08762	4061	0	0
2023.01.30	07:00:00	1.08759	1.08766	1.08642	1.08690	2287	0	0
