<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.10.01	17:00:00	1.10713	1.10868	1.10564	1.10764	10016	0	0
2024.10.01	18:00:00	1.10765	1.10777	1.10600	1.10662	6002	0	0
2024.10.01	19:00:00	1.10662	1.10717	1.10482	1.10544	5583	0	0
2024.10.01	20:00:00	1.10544	1.10651	1.10458	1.10622	6127	0	0
2024.10.01	21:00:00	1.10622	1.10722	1.10622	1.10715	3591	0	0
2024.10.01	22:00:00	1.10717	1.10774	1.10662	1.10676	3460	0	0
2024.10.01	23:00:00	1.10676	1.10729	1.10655	1.10676	1794	0	0
2024.10.02	00:00:00	1.10669	1.10709	1.10621	1.10688	493	0	1
2024.10.02	01:00:00	1.10688	1.10708	1.10671	1.10672	627	0	0
2024.10.02	02:00:00	1.10673	1.10674	1.10634	1.10646	876	0	0
2024.10.02	03:00:00	1.10646	1.10720	1.10634	1.10655	2004	0	0
2024.10.02	04:00:00	1.10657	1.10740	1.10657	1.10722	2041	0	0
2024.10.02	05:00:00	1.10722	1.10732	1.10634	1.10665	1775	0	0
2024.10.02	06:00:00	1.10665	1.10713	1.10640	1.10708	1755	0	0
2024.10.02	07:00:00	1.10708	1.10737	1.10605	1.10631	1714	0	0
2024.10.02	08:00:00	1.10631	1.10636	1.10541	1.10622	2768	0	0
2024.10.02	09:00:00	1.10620	1.10702	1.10600	1.10664	3555	0	0
2024.10.02	10:00:00	1.10666	1.10728	1.10632	1.10666	4728	0	0
2024.10.02	11:00:00	1.10666	1.10830	1.10640	1.10724	4183	0	0
2024.10.02	12:00:00	1.10725	1.10725	1.10612	1.10715	3254	0	0
2024.10.02	13:00:00	1.10715	1.10766	1.10665	1.10666	3620	0	0
2024.10.02	14:00:00	1.10669	1.10768	1.10646	1.10755	3551	0	0
2024.10.02	15:00:00	1.10755	1.10774	1.10510	1.10533	5772	0	0
2024.10.02	16:00:00	1.10535	1.10658	1.10470	1.10512	5653	0	0
2024.10.02	17:00:00	1.10512	1.10564	1.10354	1.10362	6369	0	0
2024.10.02	18:00:00	1.10363	1.10503	1.10326	1.10495	4746	0	0
2024.10.02	19:00:00	1.10496	1.10549	1.10437	1.10466	3362	0	0
2024.10.02	20:00:00	1.10467	1.10500	1.10446	1.10471	2622	0	0
2024.10.02	21:00:00	1.10471	1.10485	1.10376	1.10383	2425	0	0
2024.10.02	22:00:00	1.10384	1.10536	1.10368	1.10489	1856	0	0
2024.10.02	23:00:00	1.10489	1.10527	1.10444	1.10445	1656	0	0
2024.10.03	00:00:00	1.10438	1.10484	1.10432	1.10480	590	0	0
2024.10.03	01:00:00	1.10479	1.10495	1.10457	1.10462	785	0	0
2024.10.03	02:00:00	1.10463	1.10478	1.10437	1.10459	830	0	0
2024.10.03	03:00:00	1.10459	1.10466	1.10373	1.10391	2151	0	0
2024.10.03	04:00:00	1.10390	1.10408	1.10351	1.10393	2089	0	0
2024.10.03	05:00:00	1.10393	1.10395	1.10352	1.10360	1459	0	0
2024.10.03	06:00:00	1.10359	1.10369	1.10320	1.10357	1322	0	0
2024.10.03	07:00:00	1.10357	1.10357	1.10322	1.10329	1168	0	0
2024.10.03	08:00:00	1.10329	1.10349	1.10248	1.10286	2955	0	0
2024.10.03	09:00:00	1.10283	1.10422	1.10266	1.10378	4039	0	0
2024.10.03	10:00:00	1.10377	1.10398	1.10275	1.10330	5159	0	0
2024.10.03	11:00:00	1.10330	1.10462	1.10294	1.10376	4678	0	0
2024.10.03	12:00:00	1.10376	1.10467	1.10347	1.10359	3634	0	0
2024.10.03	13:00:00	1.10357	1.10439	1.10342	1.10428	3096	0	0
2024.10.03	14:00:00	1.10429	1.10461	1.10381	1.10428	3425	0	0
2024.10.03	15:00:00	1.10426	1.10471	1.10282	1.10322	6719	0	0
2024.10.03	16:00:00	1.10320	1.10438	1.10283	1.10372	6405	0	0
2024.10.03	17:00:00	1.10373	1.10389	1.10083	1.10171	11338	0	0
2024.10.03	18:00:00	1.10170	1.10241	1.10120	1.10146	6026	0	0
2024.10.03	19:00:00	1.10146	1.10339	1.10140	1.10303	3716	0	0
2024.10.03	20:00:00	1.10303	1.10361	1.10301	1.10329	3060	0	0
2024.10.03	21:00:00	1.10330	1.10347	1.10257	1.10261	2582	0	0
2024.10.03	22:00:00	1.10261	1.10319	1.10249	1.10285	2159	0	0
2024.10.03	23:00:00	1.10283	1.10319	1.10261	1.10306	1254	0	0
2024.10.04	00:00:00	1.10301	1.10339	1.10287	1.10323	770	0	0
2024.10.04	01:00:00	1.10324	1.10352	1.10302	1.10343	600	0	0
2024.10.04	02:00:00	1.10343	1.10371	1.10333	1.10351	535	0	0
2024.10.04	03:00:00	1.10350	1.10396	1.10330	1.10347	1846	0	0
2024.10.04	04:00:00	1.10347	1.10360	1.10287	1.10299	2679	0	0
2024.10.04	05:00:00	1.10300	1.10346	1.10280	1.10305	2025	0	0
2024.10.04	06:00:00	1.10305	1.10314	1.10254	1.10271	1486	0	0
2024.10.04	07:00:00	1.10271	1.10300	1.10252	1.10277	1198	0	0
2024.10.04	08:00:00	1.10278	1.10353	1.10264	1.10333	1720	0	0
2024.10.04	09:00:00	1.10332	1.10347	1.10272	1.10320	3025	0	0
2024.10.04	10:00:00	1.10319	1.10356	1.10255	1.10279	4620	0	0
2024.10.04	11:00:00	1.10279	1.10301	1.10211	1.10255	3536	0	0
2024.10.04	12:00:00	1.10255	1.10282	1.10200	1.10271	3360	0	0
2024.10.04	13:00:00	1.10271	1.10337	1.10262	1.10275	2733	0	0
2024.10.04	14:00:00	1.10275	1.10368	1.10271	1.10324	2861	0	0
2024.10.04	15:00:00	1.10321	1.10331	1.09591	1.09610	10021	0	0
2024.10.04	16:00:00	1.09610	1.09791	1.09587	1.09732	8567	0	0
2024.10.04	17:00:00	1.09733	1.09818	1.09669	1.09695	6960	0	0
2024.10.04	18:00:00	1.09693	1.09742	1.09548	1.09605	5081	0	0
2024.10.04	19:00:00	1.09607	1.09620	1.09513	1.09597	3594	0	0
2024.10.04	20:00:00	1.09597	1.09694	1.09577	1.09679	2399	0	0
2024.10.04	21:00:00	1.09679	1.09740	1.09652	1.09726	1901	0	0
2024.10.04	22:00:00	1.09726	1.09778	1.09708	1.09764	1884	0	0
2024.10.04	23:00:00	1.09764	1.09776	1.09723	1.09750	1817	0	0
2024.10.07	00:00:00	1.09680	1.09711	1.09638	1.09686	561	0	18
2024.10.07	01:00:00	1.09681	1.09718	1.09631	1.09695	1648	0	0
2024.10.07	02:00:00	1.09695	1.09717	1.09679	1.09706	1419	0	0
2024.10.07	03:00:00	1.09705	1.09754	1.09682	1.09699	2403	0	0
2024.10.07	04:00:00	1.09699	1.09777	1.09695	1.09734	2911	0	0
2024.10.07	05:00:00	1.09735	1.09774	1.09713	1.09715	2090	0	0
2024.10.07	06:00:00	1.09714	1.09733	1.09697	1.09721	1483	0	0
2024.10.07	07:00:00	1.09721	1.09736	1.09683	1.09685	985	0	0
2024.10.07	08:00:00	1.09685	1.09704	1.09644	1.09694	1220	0	0
2024.10.07	09:00:00	1.09693	1.09723	1.09635	1.09713	3733	0	0
2024.10.07	10:00:00	1.09713	1.09726	1.09581	1.09695	5339	0	0
2024.10.07	11:00:00	1.09696	1.09789	1.09654	1.09701	4284	0	0
2024.10.07	12:00:00	1.09701	1.09701	1.09543	1.09587	4037	0	0
2024.10.07	13:00:00	1.09587	1.09698	1.09581	1.09651	3752	0	0
2024.10.07	14:00:00	1.09649	1.09807	1.09622	1.09767	3983	0	0
2024.10.07	15:00:00	1.09767	1.09836	1.09716	1.09773	4743	0	0
2024.10.07	16:00:00	1.09771	1.09830	1.09722	1.09798	5868	0	0
2024.10.07	17:00:00	1.09799	1.09849	1.09696	1.09748	6041	0	0
2024.10.07	18:00:00	1.09747	1.09792	1.09730	1.09760	4351	0	0
2024.10.07	19:00:00	1.09759	1.09847	1.09753	1.09839	2867	0	0
2024.10.07	20:00:00	1.09838	1.09869	1.09811	1.09822	2167	0	0
2024.10.07	21:00:00	1.09822	1.09824	1.09683	1.09691	2544	0	0
2024.10.07	22:00:00	1.09690	1.09728	1.09657	1.09725	3052	0	0
2024.10.07	23:00:00	1.09724	1.09751	1.09709	1.09715	1304	0	0
2024.10.08	00:00:00	1.09707	1.09756	1.09698	1.09738	1244	0	0
2024.10.08	01:00:00	1.09738	1.09792	1.09729	1.09778	707	0	0
2024.10.08	02:00:00	1.09781	1.09793	1.09742	1.09743	937	0	0
2024.10.08	03:00:00	1.09743	1.09839	1.09736	1.09818	1980	0	0
2024.10.08	04:00:00	1.09818	1.09849	1.09805	1.09838	2983	0	0
2024.10.08	05:00:00	1.09838	1.09846	1.09727	1.09817	3993	0	0
2024.10.08	06:00:00	1.09817	1.09868	1.09817	1.09832	2121	0	0
2024.10.08	07:00:00	1.09832	1.09868	1.09832	1.09855	1322	0	0
2024.10.08	08:00:00	1.09854	1.09869	1.09815	1.09832	2313	0	0
2024.10.08	09:00:00	1.09831	1.09889	1.09814	1.09837	3089	0	0
2024.10.08	10:00:00	1.09836	1.09956	1.09786	1.09953	5185	0	0
2024.10.08	11:00:00	1.09954	1.09971	1.09830	1.09939	3654	0	0
2024.10.08	12:00:00	1.09939	1.09948	1.09856	1.09875	3245	0	0
2024.10.08	13:00:00	1.09873	1.09920	1.09821	1.09852	2952	0	0
2024.10.08	14:00:00	1.09851	1.09896	1.09786	1.09876	2759	0	0
2024.10.08	15:00:00	1.09875	1.09898	1.09715	1.09760	4078	0	0
2024.10.08	16:00:00	1.09757	1.09840	1.09746	1.09778	5255	0	0
2024.10.08	17:00:00	1.09778	1.09804	1.09664	1.09709	5030	0	0
2024.10.08	18:00:00	1.09709	1.09724	1.09608	1.09698	3741	0	0
2024.10.08	19:00:00	1.09698	1.09779	1.09685	1.09757	2642	0	0
2024.10.08	20:00:00	1.09757	1.09757	1.09658	1.09745	2966	0	0
2024.10.08	21:00:00	1.09745	1.09765	1.09685	1.09723	1994	0	0
2024.10.08	22:00:00	1.09723	1.09782	1.09696	1.09779	2189	0	0
2024.10.08	23:00:00	1.09778	1.09811	1.09741	1.09756	1298	0	0
2024.10.09	00:00:00	1.09759	1.09794	1.09693	1.09791	852	0	1
2024.10.09	01:00:00	1.09791	1.09809	1.09783	1.09808	518	0	0
2024.10.09	02:00:00	1.09810	1.09811	1.09751	1.09754	808	0	0
2024.10.09	03:00:00	1.09754	1.09787	1.09738	1.09755	1480	0	0
2024.10.09	04:00:00	1.09755	1.09773	1.09686	1.09737	3056	0	0
2024.10.09	05:00:00	1.09737	1.09742	1.09686	1.09706	2346	0	0
2024.10.09	06:00:00	1.09706	1.09712	1.09668	1.09678	2023	0	0
2024.10.09	07:00:00	1.09678	1.09685	1.09621	1.09632	1290	0	0
2024.10.09	08:00:00	1.09632	1.09761	1.09632	1.09732	4711	0	0
2024.10.09	09:00:00	1.09732	1.09732	1.09622	1.09629	3281	0	0
2024.10.09	10:00:00	1.09628	1.09671	1.09510	1.09603	4694	0	0
2024.10.09	11:00:00	1.09603	1.09643	1.09533	1.09578	3383	0	0
2024.10.09	12:00:00	1.09578	1.09678	1.09570	1.09666	2919	0	0
2024.10.09	13:00:00	1.09666	1.09708	1.09634	1.09656	2234	0	0
2024.10.09	14:00:00	1.09656	1.09669	1.09540	1.09540	2464	0	0
2024.10.09	15:00:00	1.09540	1.09593	1.09527	1.09567	3337	0	0
2024.10.09	16:00:00	1.09567	1.09584	1.09462	1.09532	4105	0	0
2024.10.09	17:00:00	1.09532	1.09598	1.09395	1.09479	4927	0	0
2024.10.09	18:00:00	1.09479	1.09562	1.09469	1.09508	3663	0	0
2024.10.09	19:00:00	1.09507	1.09507	1.09401	1.09415	2565	0	0
2024.10.09	20:00:00	1.09415	1.09424	1.09370	1.09392	2491	0	0
2024.10.09	21:00:00	1.09393	1.09427	1.09361	1.09366	2423	0	0
2024.10.09	22:00:00	1.09366	1.09414	1.09366	1.09386	1584	0	0
2024.10.09	23:00:00	1.09386	1.09409	1.09366	1.09386	1074	0	0
2024.10.10	00:00:00	1.09386	1.09421	1.09354	1.09410	804	0	0
2024.10.10	01:00:00	1.09418	1.09424	1.09380	1.09407	690	0	0
2024.10.10	02:00:00	1.09407	1.09423	1.09389	1.09415	715	0	0
2024.10.10	03:00:00	1.09415	1.09430	1.09393	1.09406	1714	0	0
2024.10.10	04:00:00	1.09405	1.09461	1.09398	1.09429	2454	0	0
2024.10.10	05:00:00	1.09430	1.09455	1.09389	1.09420	2124	0	0
2024.10.10	06:00:00	1.09420	1.09459	1.09415	1.09436	1280	0	0
2024.10.10	07:00:00	1.09435	1.09447	1.09384	1.09410	1065	0	0
2024.10.10	08:00:00	1.09410	1.09425	1.09370	1.09391	1592	0	0
2024.10.10	09:00:00	1.09391	1.09432	1.09365	1.09368	2525	0	0
2024.10.10	10:00:00	1.09369	1.09432	1.09331	1.09373	3509	0	0
2024.10.10	11:00:00	1.09374	1.09393	1.09282	1.09330	3018	0	0
2024.10.10	12:00:00	1.09330	1.09339	1.09278	1.09336	2204	0	0
2024.10.10	13:00:00	1.09336	1.09398	1.09309	1.09391	2124	0	0
2024.10.10	14:00:00	1.09391	1.09396	1.09271	1.09310	2874	0	0
2024.10.10	15:00:00	1.09310	1.09550	1.09082	1.09441	10529	0	0
2024.10.10	16:00:00	1.09440	1.09498	1.09339	1.09373	9194	0	0
2024.10.10	17:00:00	1.09373	1.09422	1.09136	1.09223	8006	0	0
2024.10.10	18:00:00	1.09224	1.09299	1.09164	1.09249	4980	0	0
2024.10.10	19:00:00	1.09249	1.09282	1.09031	1.09060	4423	0	0
2024.10.10	20:00:00	1.09061	1.09206	1.09000	1.09190	4669	0	0
2024.10.10	21:00:00	1.09190	1.09267	1.09181	1.09221	2617	0	0
2024.10.10	22:00:00	1.09220	1.09347	1.09210	1.09344	2385	0	0
2024.10.10	23:00:00	1.09347	1.09377	1.09245	1.09254	1012	0	0
2024.10.11	00:00:00	1.09255	1.09371	1.09255	1.09353	591	0	1
2024.10.11	01:00:00	1.09353	1.09364	1.09330	1.09339	759	0	0
2024.10.11	02:00:00	1.09339	1.09345	1.09325	1.09336	765	0	0
2024.10.11	03:00:00	1.09336	1.09380	1.09320	1.09374	1622	0	0
2024.10.11	04:00:00	1.09374	1.09379	1.09295	1.09319	1819	0	0
2024.10.11	05:00:00	1.09319	1.09377	1.09309	1.09368	1177	0	0
2024.10.11	06:00:00	1.09369	1.09407	1.09363	1.09396	1132	0	0
2024.10.11	07:00:00	1.09397	1.09406	1.09352	1.09357	962	0	0
2024.10.11	08:00:00	1.09357	1.09380	1.09326	1.09354	826	0	0
2024.10.11	09:00:00	1.09355	1.09407	1.09325	1.09401	2374	0	0
2024.10.11	10:00:00	1.09400	1.09454	1.09323	1.09445	2855	0	0
2024.10.11	11:00:00	1.09445	1.09539	1.09417	1.09495	2314	0	0
2024.10.11	12:00:00	1.09493	1.09510	1.09380	1.09388	2254	0	0
2024.10.11	13:00:00	1.09388	1.09394	1.09310	1.09351	2156	0	0
2024.10.11	14:00:00	1.09351	1.09361	1.09272	1.09309	2423	0	0
2024.10.11	15:00:00	1.09308	1.09507	1.09261	1.09331	5789	0	0
2024.10.11	16:00:00	1.09330	1.09405	1.09281	1.09377	4981	0	0
2024.10.11	17:00:00	1.09377	1.09493	1.09337	1.09428	5902	0	0
2024.10.11	18:00:00	1.09428	1.09525	1.09411	1.09414	3213	0	0
2024.10.11	19:00:00	1.09414	1.09475	1.09403	1.09448	1733	0	0
2024.10.11	20:00:00	1.09448	1.09475	1.09427	1.09434	1753	0	0
2024.10.11	21:00:00	1.09434	1.09461	1.09388	1.09391	1288	0	0
2024.10.11	22:00:00	1.09391	1.09394	1.09332	1.09332	1252	0	0
2024.10.11	23:00:00	1.09330	1.09381	1.09325	1.09343	1321	0	0
2024.10.14	00:00:00	1.09310	1.09326	1.09306	1.09314	320	0	2
2024.10.14	01:00:00	1.09326	1.09336	1.09270	1.09271	886	0	0
2024.10.14	02:00:00	1.09272	1.09284	1.09222	1.09231	935	0	0
2024.10.14	03:00:00	1.09232	1.09245	1.09154	1.09215	1753	0	0
2024.10.14	04:00:00	1.09215	1.09256	1.09180	1.09233	2441	0	0
2024.10.14	05:00:00	1.09232	1.09269	1.09184	1.09247	1998	0	0
2024.10.14	06:00:00	1.09247	1.09292	1.09235	1.09256	1219	0	0
2024.10.14	07:00:00	1.09256	1.09259	1.09233	1.09237	485	0	0
2024.10.14	08:00:00	1.09237	1.09264	1.09224	1.09261	1040	0	0
2024.10.14	09:00:00	1.09262	1.09304	1.09248	1.09251	1940	0	0
2024.10.14	10:00:00	1.09250	1.09312	1.09238	1.09283	2902	0	0
2024.10.14	11:00:00	1.09282	1.09317	1.09237	1.09270	3117	0	0
2024.10.14	12:00:00	1.09270	1.09366	1.09268	1.09289	1942	0	0
2024.10.14	13:00:00	1.09289	1.09302	1.09221	1.09228	2005	0	0
2024.10.14	14:00:00	1.09228	1.09246	1.09090	1.09128	2533	0	0
2024.10.14	15:00:00	1.09127	1.09169	1.09073	1.09099	3461	0	0
2024.10.14	16:00:00	1.09096	1.09273	1.09047	1.09191	4699	0	0
2024.10.14	17:00:00	1.09190	1.09192	1.09050	1.09149	4943	0	0
2024.10.14	18:00:00	1.09149	1.09164	1.09048	1.09069	2686	0	0
2024.10.14	19:00:00	1.09071	1.09085	1.09007	1.09015	1673	0	0
2024.10.14	20:00:00	1.09015	1.09043	1.08973	1.09040	1253	0	0
2024.10.14	21:00:00	1.09040	1.09051	1.08950	1.08972	1245	0	0
2024.10.14	22:00:00	1.08973	1.09060	1.08882	1.09039	2724	0	0
2024.10.14	23:00:00	1.09037	1.09096	1.09028	1.09087	880	0	0
2024.10.15	00:00:00	1.09087	1.09087	1.09046	1.09082	364	0	2
2024.10.15	01:00:00	1.09083	1.09096	1.09049	1.09086	549	0	0
2024.10.15	02:00:00	1.09087	1.09105	1.09067	1.09089	735	0	0
2024.10.15	03:00:00	1.09089	1.09099	1.09040	1.09073	1896	0	0
2024.10.15	04:00:00	1.09073	1.09087	1.09048	1.09072	1444	0	0
2024.10.15	05:00:00	1.09072	1.09089	1.09004	1.09021	1774	0	0
2024.10.15	06:00:00	1.09021	1.09030	1.08957	1.08965	1376	0	0
2024.10.15	07:00:00	1.08965	1.08965	1.08915	1.08930	1173	0	0
2024.10.15	08:00:00	1.08930	1.08930	1.08882	1.08917	1929	0	0
2024.10.15	09:00:00	1.08916	1.08958	1.08849	1.08927	3368	0	0
2024.10.15	10:00:00	1.08926	1.08987	1.08849	1.08986	4040	0	0
2024.10.15	11:00:00	1.08988	1.09163	1.08971	1.09104	3249	0	0
2024.10.15	12:00:00	1.09104	1.09146	1.09060	1.09137	3033	0	0
2024.10.15	13:00:00	1.09138	1.09150	1.09027	1.09027	2716	0	0
2024.10.15	14:00:00	1.09027	1.09092	1.08972	1.09010	3193	0	0
2024.10.15	15:00:00	1.09012	1.09126	1.08995	1.09100	4439	0	0
2024.10.15	16:00:00	1.09101	1.09167	1.09083	1.09098	4838	0	0
2024.10.15	17:00:00	1.09098	1.09117	1.08988	1.09027	5495	0	0
2024.10.15	18:00:00	1.09025	1.09072	1.08985	1.08989	4061	0	0
2024.10.15	19:00:00	1.08990	1.09025	1.08893	1.08894	2298	0	0
2024.10.15	20:00:00	1.08895	1.08904	1.08818	1.08850	2216	0	0
2024.10.15	21:00:00	1.08852	1.08904	1.08839	1.08873	2281	0	0
2024.10.15	22:00:00	1.08872	1.08901	1.08858	1.08869	2858	0	0
2024.10.15	23:00:00	1.08868	1.08925	1.08856	1.08885	1188	0	0
2024.10.16	00:00:00	1.08876	1.08925	1.08876	1.08923	381	0	2
2024.10.16	01:00:00	1.08930	1.08930	1.08877	1.08896	592	0	0
2024.10.16	02:00:00	1.08897	1.08902	1.08831	1.08832	950	0	0
2024.10.16	03:00:00	1.08832	1.08868	1.08821	1.08854	1589	0	0
2024.10.16	04:00:00	1.08854	1.08921	1.08843	1.08919	2430	0	0
2024.10.16	05:00:00	1.08920	1.08933	1.08885	1.08926	1641	0	0
2024.10.16	06:00:00	1.08927	1.08958	1.08906	1.08910	1565	0	0
2024.10.16	07:00:00	1.08909	1.08931	1.08876	1.08893	749	0	0
2024.10.16	08:00:00	1.08894	1.08902	1.08865	1.08879	1396	0	0
2024.10.16	09:00:00	1.08880	1.08893	1.08762	1.08777	4768	0	0
2024.10.16	10:00:00	1.08777	1.08854	1.08752	1.08822	3943	0	0
2024.10.16	11:00:00	1.08822	1.08844	1.08778	1.08832	3360	0	0
2024.10.16	12:00:00	1.08832	1.08973	1.08825	1.08946	3326	0	0
2024.10.16	13:00:00	1.08946	1.08955	1.08893	1.08900	2212	0	0
2024.10.16	14:00:00	1.08901	1.08957	1.08869	1.08944	2614	0	0
2024.10.16	15:00:00	1.08944	1.09015	1.08864	1.08888	3425	0	0
2024.10.16	16:00:00	1.08889	1.08975	1.08850	1.08900	4407	0	0
2024.10.16	17:00:00	1.08903	1.08907	1.08714	1.08797	4730	0	0
2024.10.16	18:00:00	1.08798	1.08801	1.08661	1.08723	3647	0	0
2024.10.16	19:00:00	1.08723	1.08767	1.08668	1.08682	2189	0	0
2024.10.16	20:00:00	1.08683	1.08684	1.08615	1.08622	1931	0	0
2024.10.16	21:00:00	1.08622	1.08629	1.08553	1.08557	2075	0	0
2024.10.16	22:00:00	1.08557	1.08604	1.08532	1.08578	1953	0	0
2024.10.16	23:00:00	1.08578	1.08628	1.08573	1.08618	1220	0	0
2024.10.17	00:00:00	1.08614	1.08703	1.08555	1.08623	1187	0	0
2024.10.17	01:00:00	1.08628	1.08639	1.08575	1.08587	640	0	0
2024.10.17	02:00:00	1.08586	1.08595	1.08564	1.08588	756	0	0
2024.10.17	03:00:00	1.08588	1.08642	1.08578	1.08632	2128	0	0
2024.10.17	04:00:00	1.08632	1.08639	1.08591	1.08625	2449	0	0
2024.10.17	05:00:00	1.08625	1.08651	1.08591	1.08619	2162	0	0
2024.10.17	06:00:00	1.08619	1.08621	1.08512	1.08530	1313	0	0
2024.10.17	07:00:00	1.08530	1.08556	1.08523	1.08533	930	0	0
2024.10.17	08:00:00	1.08533	1.08554	1.08525	1.08544	1677	0	0
2024.10.17	09:00:00	1.08540	1.08584	1.08498	1.08506	2337	0	0
2024.10.17	10:00:00	1.08506	1.08577	1.08490	1.08547	3404	0	0
2024.10.17	11:00:00	1.08547	1.08568	1.08490	1.08517	2899	0	0
2024.10.17	12:00:00	1.08518	1.08641	1.08503	1.08587	2533	0	0
2024.10.17	13:00:00	1.08588	1.08649	1.08581	1.08641	2483	0	0
2024.10.17	14:00:00	1.08641	1.08675	1.08630	1.08632	2269	0	0
2024.10.17	15:00:00	1.08632	1.08736	1.08334	1.08428	7844	0	0
2024.10.17	16:00:00	1.08428	1.08446	1.08110	1.08331	8215	0	0
2024.10.17	17:00:00	1.08332	1.08351	1.08140	1.08286	6872	0	0
2024.10.17	18:00:00	1.08286	1.08408	1.08245	1.08365	4468	0	0
2024.10.17	19:00:00	1.08368	1.08370	1.08223	1.08248	2632	0	0
2024.10.17	20:00:00	1.08253	1.08282	1.08210	1.08256	1584	0	0
2024.10.17	21:00:00	1.08256	1.08321	1.08245	1.08249	1994	0	0
2024.10.17	22:00:00	1.08249	1.08286	1.08235	1.08280	1830	0	0
2024.10.17	23:00:00	1.08280	1.08312	1.08269	1.08312	1142	0	0
2024.10.18	00:00:00	1.08311	1.08322	1.08251	1.08322	539	0	1
2024.10.18	01:00:00	1.08320	1.08333	1.08290	1.08290	557	0	0
2024.10.18	02:00:00	1.08290	1.08301	1.08254	1.08291	621	0	0
2024.10.18	03:00:00	1.08292	1.08323	1.08274	1.08289	2101	0	0
2024.10.18	04:00:00	1.08289	1.08363	1.08275	1.08351	2403	0	0
2024.10.18	05:00:00	1.08351	1.08397	1.08333	1.08389	1863	0	0
2024.10.18	06:00:00	1.08389	1.08397	1.08370	1.08387	1801	0	0
2024.10.18	07:00:00	1.08388	1.08406	1.08382	1.08405	916	0	0
2024.10.18	08:00:00	1.08406	1.08442	1.08384	1.08435	1738	0	0
2024.10.18	09:00:00	1.08434	1.08486	1.08381	1.08442	3627	0	0
2024.10.18	10:00:00	1.08442	1.08442	1.08369	1.08410	3653	0	0
2024.10.18	11:00:00	1.08411	1.08469	1.08346	1.08378	2948	0	0
2024.10.18	12:00:00	1.08379	1.08458	1.08342	1.08444	2797	0	0
2024.10.18	13:00:00	1.08444	1.08489	1.08381	1.08451	2393	0	0
2024.10.18	14:00:00	1.08451	1.08519	1.08418	1.08482	2519	0	0
2024.10.18	15:00:00	1.08483	1.08601	1.08466	1.08593	3739	0	0
2024.10.18	16:00:00	1.08594	1.08633	1.08512	1.08568	3698	0	0
2024.10.18	17:00:00	1.08569	1.08645	1.08550	1.08572	3965	0	0
2024.10.18	18:00:00	1.08571	1.08603	1.08530	1.08535	2918	0	0
2024.10.18	19:00:00	1.08534	1.08682	1.08529	1.08667	2024	0	0
2024.10.18	20:00:00	1.08667	1.08667	1.08590	1.08619	1935	0	0
2024.10.18	21:00:00	1.08618	1.08681	1.08615	1.08655	1977	0	0
2024.10.18	22:00:00	1.08654	1.08659	1.08622	1.08639	2357	0	0
2024.10.18	23:00:00	1.08638	1.08696	1.08615	1.08664	1239	0	0
2024.10.21	00:00:00	1.08610	1.08666	1.08597	1.08658	159	0	10
2024.10.21	01:00:00	1.08659	1.08719	1.08652	1.08691	944	0	0
2024.10.21	02:00:00	1.08693	1.08698	1.08652	1.08682	1297	0	0
2024.10.21	03:00:00	1.08682	1.08690	1.08640	1.08649	2048	0	0
2024.10.21	04:00:00	1.08649	1.08682	1.08637	1.08652	2574	0	0
2024.10.21	05:00:00	1.08651	1.08673	1.08641	1.08646	2213	0	0
2024.10.21	06:00:00	1.08645	1.08679	1.08644	1.08662	1792	0	0
2024.10.21	07:00:00	1.08662	1.08662	1.08584	1.08587	1160	0	0
2024.10.21	08:00:00	1.08587	1.08635	1.08587	1.08598	1779	0	0
2024.10.21	09:00:00	1.08598	1.08598	1.08496	1.08523	2580	0	0
2024.10.21	10:00:00	1.08523	1.08572	1.08463	1.08482	2826	0	0
2024.10.21	11:00:00	1.08481	1.08579	1.08481	1.08553	2383	0	0
2024.10.21	12:00:00	1.08553	1.08583	1.08465	1.08466	2373	0	0
2024.10.21	13:00:00	1.08464	1.08494	1.08445	1.08474	2263	0	0
2024.10.21	14:00:00	1.08474	1.08563	1.08466	1.08558	2231	0	0
2024.10.21	15:00:00	1.08557	1.08591	1.08512	1.08574	3278	0	0
2024.10.21	16:00:00	1.08574	1.08580	1.08439	1.08475	3401	0	0
2024.10.21	17:00:00	1.08476	1.08488	1.08332	1.08349	3991	0	0
2024.10.21	18:00:00	1.08349	1.08351	1.08199	1.08200	3555	0	0
2024.10.21	19:00:00	1.08200	1.08229	1.08171	1.08186	2331	0	0
2024.10.21	20:00:00	1.08185	1.08230	1.08155	1.08161	2170	0	0
2024.10.21	21:00:00	1.08161	1.08173	1.08110	1.08113	2281	0	0
2024.10.21	22:00:00	1.08116	1.08154	1.08111	1.08153	1655	0	0
2024.10.21	23:00:00	1.08153	1.08168	1.08123	1.08151	1653	0	0
2024.10.22	00:00:00	1.08148	1.08176	1.08126	1.08155	769	0	3
2024.10.22	01:00:00	1.08160	1.08178	1.08153	1.08154	825	0	0
2024.10.22	02:00:00	1.08154	1.08167	1.08140	1.08154	1165	0	0
2024.10.22	03:00:00	1.08154	1.08184	1.08143	1.08161	2204	0	0
2024.10.22	04:00:00	1.08161	1.08208	1.08161	1.08189	2358	0	0
2024.10.22	05:00:00	1.08190	1.08214	1.08151	1.08158	1821	0	0
